0.05,0.1,0.2,0.3,Transcript,0.4,0.5,0.6
27.437,4.064,6.332,4.765,B1,2.539,4.463,2.056
1.89,5.387,3.397,4.384,B1,0.451,2.081,0.508
7.773,7.484,1.521,1.529,B1,1.297,1.763,2.076
6.289,3.946,1.67,1.085,B1,3.034,0.055,1.447
12.57,0.123,0.184,3.691,B1,0.69,1.488,0.88
2.356,9.307,10.462,2.999,B1,2.759,2.492,1.387
14.596,0.759,0.801,1.622,B1,1.85,0.971,0.138
2.263,14.299,2.867,4.191,B1,2.579,1.86,0.268
8.874,6.12,3.723,3.098,B1,0.905,0.644,1.035
8.451,7.463,1.593,3.499,B1,2.332,0.097,1.307
7.527,4.107,0.937,4.143,B1,5.079,1.437,1.3
21.851,0.364,0.335,2.574,B1,0.995,0.466,2.164
25.784,5.09,4.52,5.272,B1,3.569,0.03,1.911
9.807,4.255,10.262,3.875,B1,0.515,1.623,3.469
24.47,7.018,3.937,4.213,B1,0.827,1.954,2.042
9.68,7.272,3.905,0.963,B1,2.446,5.035,0.209
21.894,3.619,4.634,6.861,B1,1.829,0.954,0.363
7.823,6.056,3.757,1.431,B1,3.061,0.818,3.536
8.332,4.242,3.46,4.518,B1,2.401,0.415,0.492
2.992,4.03,0.727,1.055,B1,3.887,1.204,2.084
4.17,4.751,6.594,2.454,B1,2.192,4.085,0.704
6.671,9.582,8.438,3.612,B1,1.832,1.259,1.158
11.044,2.623,1.435,1.558,B1,1.493,2.759,0.48
6.806,0.343,0.587,0.76,B1,0.764,1.729,0.716
0.653,4.03,1.331,2.637,B1,1.389,0.534,0.568
5.069,7.654,1.543,3.444,B1,1.241,0.36,1.292
15.494,2.314,1.235,1.043,B1,0.878,0.131,0.428
2.221,0.47,4.922,4.467,B1,0.619,1.827,0.654
25.445,8.078,1.278,3.628,B1,1.119,2.136,2.243
2.823,8.662,0.155,2.886,B1,5.09,0.979,1.02
6.34,0.377,7.506,6.933,B1,2.748,4.399,2.893
24.725,2.017,0.809,3.817,B1,0.661,2.246,0.031
5.018,0.704,5.95,0.859,B1,2.162,0.411,0.184
5.026,7.484,1.943,0.845,B1,0.971,1.153,0.9
7.018,0.144,4.708,3.421,B1,3.146,1.127,0.494
20.571,13.227,1.032,3.162,B1,0.041,1.441,1.36
3.034,4.073,0.534,5.627,B1,0.364,0.687,0.53
4.56,2.928,2.791,4.786,B1,0.794,1.365,0.859
5.442,9.404,0.057,2.645,B1,1.096,1.047,0.255
8.459,1.403,6.819,0.004,B1,0.968,3.403,1.011
0.364,4.594,4.954,7.624,B1,3.029,0.907,0.937
8.12,2.242,0.831,2.808,B1,0.176,1.78,0.314
2.738,2.496,5.579,3.663,B1,1.223,0.038,1.777
2.856,0.343,6.012,1.558,B1,1.392,1.208,1.829
6.713,15.592,3.587,0.688,B1,6.046,2.954,1.371
10.409,6.607,0.153,1.839,B1,1.652,0.411,0.725
32.014,4.085,5.111,4.813,B1,0.878,1.513,0.446
15.028,10.379,2.928,0.922,B1,1.747,2.539,1.148
19.096,3.395,2.062,4.912,B1,0.227,0.937,0.94
6.255,2.517,0.142,2.356,B1,3.474,0.097,0.582
3.204,1.966,0.949,1.537,B1,0.287,0.581,1.869
1.415,1.352,4.764,0.28,B1,1.466,0.678,0.236
7.951,0.28,3.068,3.585,B1,3.834,1.899,0.827
11.934,5.683,8.557,1.253,B1,3.635,2.458,0.377
4.17,3.28,1.604,0.398,B1,1.845,0.348,0.16
9.256,4.179,6.416,1.317,B1,1.908,3.221,0.737
22.063,5.632,1.85,0.456,B1,4.091,0.288,0.022
8.535,8.387,3.585,5.124,B1,0.047,3.297,0.333
2.687,8.429,7.41,0.78,B1,2.701,0.165,2.522
8.374,4.594,2.115,0.879,B1,1.717,2.458,1.172
33.548,2.293,4.677,1.904,B1,2.579,0.191,0.518
13.502,4.602,5.548,3.07,B1,0.99,2.344,1.894
17.011,1.551,6.774,2.349,B1,0.282,0.801,0.308
17.689,9.468,0.28,2.596,B1,0.915,0.186,1.526
0.068,2.399,4.17,1.113,B1,2.197,2.017,2.847
7.603,1.827,5.959,3.16,B1,2.648,0.288,1.254
10.409,7.2,2.748,1.43,B1,2.627,0.025,1.064
18.368,8.735,9.095,3.571,B1,0.094,3.31,1.459
1.593,13.418,7.453,2.263,B1,1.519,2.581,0.915
2.992,10.07,12.072,4.475,B1,1.795,1.746,2.415
0.153,6.565,4.592,1.389,B1,1.58,3.251,0.809
21.249,0.547,0.025,3.338,B1,0.382,3.077,0.487
0.407,10.048,6.414,4.532,B1,0.361,0.381,2.72
1.608,9.285,0.351,1.782,B2,2.929,1.866,16.762
6.416,4.97,7.533,1.028,B2,2.357,0.684,14.617
11.219,9.959,3.288,4.791,B2,1.697,5.799,11.861
14.16,8.725,1.982,6.476,B2,2.769,2.506,15.707
2.635,14.974,2.903,2.813,B2,1.088,5.341,12.456
12.807,3.008,2.028,2.676,B2,2.141,1.772,14.909
25.727,2.754,0.454,0.341,B2,1.861,3.781,17.739
12.107,6.274,7.291,0.986,B2,2.159,3.547,15.154
5.763,6.39,1.144,5.791,B2,2.468,2.146,12.18
13.878,9.728,0.629,9.355,B2,1.207,0.171,15.255
8.373,12.387,1.107,2.839,B2,0.781,3.893,16.314
29.786,5.924,13.295,1.836,B2,3.963,4.257,13.173
17.937,17.727,2.401,4.765,B2,2.363,2.038,10.802
34.965,6.439,7.801,2.013,B2,1.531,1.347,16.769
15.324,5.061,2.168,4.003,B2,0.667,4.108,13.667
10.661,3.754,12.376,0.577,B2,0.991,0.446,13.149
2.075,9.399,5.844,5.11,B2,0.804,1.071,14.107
2.075,4.897,6.579,1.136,B2,3.665,1.838,13.893
0.304,0.652,4.62,0.069,B2,0.109,3.869,14.06
1.328,2.45,2.32,2.845,B2,0.29,2.449,16.431
2.028,12.525,3.673,4.923,B2,0.393,2.146,12.332
11.874,4.594,1.914,0.701,B2,0.448,0.61,15.45
9.119,10.498,0.083,4.107,B2,4.576,2.193,14.586
4.97,2.334,5.41,7.689,B2,0.761,0.992,13.289
8.469,10.685,6.509,6.657,B2,3.513,1.221,14.087
15.7,6.183,4.104,4.337,B2,3.975,2.926,13.581
6.693,2.357,2.915,2.777,B2,3.058,0.923,13.687
0.908,8.07,0.699,0.629,B2,1.627,0.904,15.084
11.828,5.597,0.759,7.108,B2,3.353,0.45,17.12
29.509,5.949,4.407,1.266,B2,0.796,4.439,13.901
14.067,3.477,0.083,5.141,B2,1.797,4.098,12.301
15.371,8.186,1.774,7.294,B2,3.058,1.697,13.566
14.673,2.171,0.223,1.01,B2,0.705,3.664,14.547
25.916,13.11,0.617,2.388,B2,3.613,0.288,16.446
4.594,2.124,4.095,1.476,B2,1.873,1.782,16.01
0.535,13.481,4.629,2.456,B2,2.153,4.664,15.574
13.554,6.696,8.107,1.678,B2,0.781,3.832,14.348
3.57,7.766,11.268,0.95,B2,0.425,0.301,15.31
3.521,0.115,0.363,2.38,B2,3.969,1.982,14.512
9.259,12.527,9.005,5.232,B2,0.959,2.618,17.283
15.093,8.886,2.705,3.072,B2,0.486,2.496,14.15
2.495,1.237,4.699,3.124,B2,2.048,0.03,13.352
20.456,5.413,4.034,5.094,B2,2.115,1.305,14.854
29.555,4.666,8.501,1.23,B2,1.631,1.669,13.293
12.525,0.071,4.862,1.647,B2,2.798,4.075,11.448
8.746,9.378,2.273,0.18,B2,0.915,0.46,14.457
9.632,5.97,2.845,5.421,B2,1.826,4.173,16.47
10.195,1.541,2.821,5.39,B2,0.848,5.425,14.189
13.831,2.007,5.982,2.837,B2,1.853,4.224,15.224
1.235,9.353,2.063,3.747,B2,1.575,4.444,17.828
13.227,13.271,3.943,2.79,B2,0.726,1.132,12.896
2.637,11.034,4.398,1.23,B2,2.048,1.604,12.737
2.637,19.712,1.576,1.206,B2,1.692,1.114,14.181
3.334,0.372,3.337,5.169,B2,3.934,3.645,10.931
8.093,6.416,3.008,2.38,B2,3.542,1.702,13.461
7.349,10.964,0.106,7.471,B2,3.336,3.029,12.783
2.077,7.815,5.576,3.897,B2,2.159,1.071,11.402
29.04,9.702,2.241,3.453,B2,0.798,0.268,14.699
12.901,6.11,0.115,1.447,B2,0.609,2.263,13.55
0.815,3.733,4.232,1.966,B2,1.692,3.664,14.383
14.627,3.383,6.707,1.758,B2,0.063,2.59,12.834
4.407,11.965,2.938,4.099,B2,4.769,1.683,12.203
2.261,5.996,4.256,3.886,B2,3.992,3.122,14.375
21.622,10.169,7.629,2.194,B2,2.678,2.618,14.691
6.833,0.045,5.996,7.279,B2,0.515,0.176,11.561
12.061,9.355,0.978,2.023,B2,7.939,0.866,13.636
13.46,12.271,3.722,3.327,B2,1.003,2.211,14.917
6.553,1.098,1.237,1.129,B2,4.08,2.235,15.473
4.503,14.671,4.06,0.615,B2,2.124,0.035,11.114
9.632,5.996,0.561,2.878,B2,4.64,0.791,14.337
0.675,8.513,4.643,5.133,B2,0.767,3.412,14.449
6.463,4.641,2.483,3.918,B2,2.982,3.145,16.649
4.317,10.871,2.891,5.04,B2,0.988,3.412,15.691
3.055,21.552,1.328,1.237,B2,3.478,2.356,15.193
4.641,5.576,5.355,6.229,B2,0.997,4.281,14.169
4.97,6.227,1.028,5.62,B2,1.111,2.963,16.345
0.022,10.661,5.063,1.344,B2,4.716,2.272,15.426
4.55,8.142,8.256,3.407,B2,1.446,2.879,14.582
28.573,7.512,4.935,1.79,B2,3.554,2.361,14.979
1.144,7.372,2.59,2.901,B2,2.375,0.053,13.278
9.819,4.806,15.499,1.704,B2,6.047,0.232,15.936
5.203,3.29,6.521,0.693,B2,2.632,0.875,14.177
0.398,2.728,7.606,3.803,B2,3.035,1.314,15.002
11.314,4.944,1.807,6.592,B2,4.319,0.544,14.337
2.401,11.032,2.404,0.328,B2,7.022,2.898,15.948
26.987,1.098,6.413,0.141,B2,4.518,2.01,15.551
3.894,1.422,1.912,3.941,B2,2.03,3.276,14.714
7.815,11.478,0.955,0.048,B2,4.909,2.804,13.169
19.898,6.087,2.089,6.872,B2,1.26,0.6,13.998
21.111,1.842,9.693,4.223,B2,5.592,2.094,11.604
10.568,1.704,1.716,0.038,B2,4.083,1.571,12.729
13.414,0.374,10.542,2.155,B2,2.445,2.926,14.282
17.379,2.707,3.089,6.68,B2,0.591,1.669,15.609
12.434,5.55,3.757,1.072,B2,3.887,1.217,14.582
2.868,10.218,15.21,3.008,B2,0.066,0.432,14.73
20.038,16.35,2.938,0.395,B2,1.134,4.589,12.624
6.229,12.711,3.139,3.109,B2,3.052,1.772,13.776
2.681,2.8,2.474,2.855,B2,2.433,3.538,15.123
18.779,3.008,0.316,0.045,B2,1.724,1.964,13.535
8.186,10.801,4.442,4.827,B2,0.617,3.505,14.387
15.782,1.067,1.799,0.571,C,0.426,7.289,
9.202,5.851,5.513,0.887,C,0.695,2.75,
7.699,1.84,3.794,1.427,C,0.661,5.04,
3.688,4.041,1.75,2.87,C,0.584,4.801,
9.276,11.552,1.536,0.826,C,0.702,1.885,
10.238,1.72,6.831,2.216,C,0.218,5.82,
0.894,13.506,8.071,0.773,C,0.544,4.765,
8.03,1.457,2.881,2.291,C,2.572,4.323,
1.975,1.254,1.626,6.414,C,0.351,6.671,
5.04,4.679,0.211,2.847,C,0.374,4.012,
2.126,1.727,1.202,1.712,C,1.016,5.491,
4.334,3.553,2.982,0.887,C,0.402,5.473,
5.4,4.296,7.057,0.436,C,0.409,3.715,
10.96,7.406,1.54,0.127,C,0.832,3.994,
3.462,9.028,0.477,1.525,C,0.059,5.702,
0.459,15.827,5.017,0.12,C,0.346,5.04,
7.895,2.058,2.989,1.946,C,1.236,2.759,
1.389,1.788,3.625,1.615,C,1.473,5.126,
8.555,2.058,1.236,5.648,C,2.216,4.098,
7.129,6.565,2.52,1.014,C,0.623,6.622,
10.133,3.102,1.513,2.945,C,0.629,5.107,
7.94,8.661,3.534,0.631,C,0.56,4.184,
1.45,0.42,4.465,1.375,C,0.015,6.013,
12.131,0.623,2.313,2.328,C,0.02,4.287,
0.172,3.253,4.177,1.314,C,1.164,6.266,
7.113,2.734,4.105,0.834,C,0.69,7.821,
2.741,2.854,0.218,0.323,C,0.605,5.409,
7.969,0.127,4.109,0.773,C,2.133,6.198,
2.351,8.172,3.429,0.51,C,1.495,4.084,
5.371,1.247,2.881,1.126,C,0.261,4.116,
4.965,5.191,2.595,3.944,C,0.336,2.732,
6.076,8.285,2.606,2.584,C,1.506,4.72,
0.504,6.295,4.323,1.337,C,0.922,5.306,
5.732,2.802,2.791,0.946,C,1.439,3.544,
3.298,0.578,5.912,0.743,C,0.527,3.503,
4.093,0.932,0.639,1.089,C,1.416,2.448,
5.626,3.553,2.403,0.939,C,1.936,5.405,
1.225,0.504,5.491,1.901,C,0.696,4.986,
12.611,1.254,1.292,4.41,C,0.572,7.212,
6.707,9.164,0.905,4.634,C,0.967,5.72,
13.017,1.382,5.524,1.983,C,3.215,3.787,
4.409,6.189,1.416,2.922,C,0.233,5.518,
4.274,3.53,4.425,3.042,C,1.675,5.279,
11.23,0.51,2.509,5.355,C,1.411,5.536,
0.939,8.352,1.513,3.102,C,1.192,5.72,
12.852,6.617,4.736,0.39,C,0.206,4.959,
3.839,0.826,3.782,1.608,C,0.049,4.905,
8.555,13.348,2.584,1.683,C,2.565,4.778,
6.978,4.109,2.892,3.335,C,1.349,5.878,
14.594,5.101,0.51,0.601,C,0.375,7.433,
0.143,1.946,0.774,4.048,C,0.212,6.793,
2.967,6.002,0.161,0.939,C,0.482,3.526,
2.922,3.749,2.949,1.856,C,2.15,5.238,
0.172,4.612,4.706,0.932,C,1.091,5.833,
8.736,0.623,3.17,0.346,C,1.423,6.225,
12.927,2.532,3.309,1.014,C,1.811,5.166,
10.133,4.988,1.626,1.585,C,1.778,4.35,
12.447,3.388,1.044,0.211,C,1.163,4.328,
1.225,2.509,0.116,0.601,C,0.374,3.219,
7.158,0.12,7.478,1.465,C,0.492,5.5,
5.191,12.402,3.474,2.089,C,1.654,4.477,
14.971,2.419,9.006,0.255,C,0.054,1.705,
16.983,5.288,2.64,2.336,C,0.544,4.769,
3.823,12.003,2.426,3.035,C,1.998,3.075,
4.019,3.861,3.005,0.075,C,1.209,5.806,
2.171,6.52,1.337,0.263,C,0.943,4.562,
18.531,3.846,0.875,0.683,C,0.954,8.312,
7.609,8.278,3.034,4.184,C,2.11,4.49,
0.008,3.546,0.639,0.413,C,3.541,4.229,
5.536,2.351,0.263,0.646,C,0.86,4.048,
11.71,1.653,2.036,1.81,C,0.189,5.666,
1.299,9.968,3.771,1.044,C,3.124,7.235,
20.679,5.265,4.691,2.133,C,2.229,4.769,
11.755,7.699,1.817,0.037,C,1.236,5.581,
3.929,8.458,1.66,2.088,C,0.499,2.841,
1.344,9.675,2.73,0.511,C,1.22,5.157,
13.287,1.563,2.888,0.796,C,2.167,3.494,
3.462,2.584,10.685,1.555,C,0.413,4.652,
6.437,3.794,5.36,0.008,C,0.013,4.463,
13.378,3.794,0.353,1.817,C,1.22,5.364,
2.171,2.381,1.851,0.42,C,4.336,6.856,
2.967,1.885,5.389,0.601,C,1.777,5.193,
8.871,4.882,10.358,2.088,C,1.692,4.878,
11.41,7.624,2.284,0.976,C,0.047,5.144,
17.93,4.132,7.868,0.451,C,1.226,5.067,
10.403,6.16,3.327,0.683,C,2.217,5.107,
2.246,3.057,1.367,0.165,C,0.351,3.918,
13.648,7.722,1.63,1.202,C,0.909,3.661,
2.065,0.398,1.292,2.081,C,0.313,5.184,
10.088,8.481,2.696,0.526,C,0.696,3.724,
3.658,16.345,3.395,0.128,C,0.043,4.99,
0.758,1.277,3.936,0.653,C,1.647,4.806,
1.795,9.817,0.695,0.495,C,1.061,3.674,
11.816,1.405,7.598,1.435,C,0.065,3.994,
1.675,6.678,5.074,6.482,C,0.081,3.341,
1.029,1.067,2.854,0.797,C,0.533,5.378,
4.154,10.036,1.247,3.794,C,2.554,3.557,
1.495,2.982,6.07,0.301,C,2.256,5.315,
17.749,4.724,1.653,2.374,C,0.949,4.17,
7.129,10.831,3.924,0.436,C,0.009,7.158,
